N82E16828113975,28-113-975,4
9SIA2F82K20337,28-107-724,1
9SIA1N83TV6236,28-006-565,1
9SIA9JA4NT2469,28-142-046,1
9SIA6TP2P34917,1EE-0005-006A2,1
9SIA1UH52W8885,28-414-994,1
9SIA4P03H83308,1EE-0003-000P7,1
N82E16828415936,28-415-936,1
9SIABEY4B11318,28-414-474,1
9SIA1N82KT4649,28-116-427,1
9SIA61K3V17722,14S-002R-00015,0
9SIA2F83RV4050,28-113-944,1
9SIA9JA5990838,28-415-871,1
N82E16828006536,28-006-536,1
9SIA1N84GW3492,1EE-0003-000T9,1
9SIA6B34TF3477,28-415-656,1
N82E16828414471,28-414-471,1
N82E16828133824,28-133-824,1
N82E16828116135,28-116-135,1
N82E16828115949,28-115-949,1
9SIA6AU56K5537,28-113-933,1
9SIA1UH3719767,28-112-470,1
N82E16828414468,28-414-468,1
N82E16828414500,28-414-500,1
N82E16828113984,28-113-984,1
9SIA2F83946023,1EE-0004-00198,1
N82E16828102712,28-102-712,1
9SIA2F823C2780,28-006-814,1
9SIA91J4687383,28-006-545,2
9SIA0AJ2NC8002,28-006-550,2
9SIA0AJ5951726,28-142-047,2
9SIA0AJ43K1027,28-200-008,2
9SIA91N4D38582,28-107-057,2
9SIABHV4GU0012,28-107-006,2
9SIA19P4AN6291,28-415-597,2
9SIA6AU4SX4255,28-115-559,2
9SIA0AJ4UR2809,28-415-633,2
N82E16828006529,28-006-529,2
N82E16828142734,28-142-734,2
9SIA8H540G1641,14S-002R-000T2,2
9SIA2F823C2974,28-006-538,2
N82E16828006537,28-006-537,2
9SIA91J43P0494,28-113-972,2
9SIA1N83SR8022,1EE-0003-000T8,2
9SIA1UH40F6056,28-113-985,2
N82E16828116415,28-116-415,2
9SIACB357G2524,28-143-179,2
N82E16828106829,28-106-829,2
9SIA1CZ2504045,28-112-548,2
9SIA19P4AN7491,28-115-937,2
9SIA4P02BT0843,14S-0013-00048,3
9SIA6AU57E1352,28-414-242,2
N82E16828414469,28-414-469,2
N82E16828116009,28-116-009,2
9SIA1N834M2467,0B1-007B-000H6,2
1EE-0005-006B9,1EE-0005-006B9,2
N82E16828414472,28-414-472,2
N82E16828414463,28-414-463,2
9SIA3R84765520,28-113-450,3
9SIA4P021P9884,28-107-683,3
9SIA0AJ2NC8003,28-112-460,3
9SIA2F823C5949,28-113-145,3
9SIA3CF3NS9398,28-107-639,3
9SIA3CF3UD1629,28-142-466,3
9SIA2F757X7117,28-414-467,3
9SIA0AJ3541451,28-115-621,3
9SIA6ZP3K32093,1EE-000G-00030,3
9SIA4P05AZ3550,28-006-539,3
9SIA9JA4G34497,28-415-237,3
9SIACNF57Y3380,28-415-610,3
N82E16828118697,28-118-697,3
1EE-0005-006D5,1EE-0005-006D5,3
1E4-0015-00153,1E4-0015-00153,3
N82E16828112550,28-112-550,3
9SIA0AJ55P9779,28-113-787,3
9SIA61K44D5783,28-112-551,3
N82E16828112466,28-112-466,3
N82E16828414481,28-414-481,3
N82E16828414241,28-414-241,3
N82E16828414476,28-414-476,3
N82E16828414464,28-414-464,3
9SIA91J43P4751,28-112-380,4
