ASIN,NID,RID,NAME,PRICE,CATEGORY,BRAND,AMAZON_INFO,NEWEGG_INFO,AMAZON_NUM_REVIEWS,NEWEGG_NUM_REVIEWS,AMAZON_RATING_1,AMAZON_RATING_2,AMAZON_RATING_3,AMAZON_RATING_4,AMAZON_RATING_5,AMAZON_RATING_AVG
B00434UCDE,N82E16811146069,11-146-069,nzxt guardian 921 rb 921rb-001-rd black secc steel chassis computer case | no power supply atx mid tower case.,72.78,Computer Cases,nzxt,b00434ucde 4.1 out of 5 stars 21 pounds     september 15  2010 2 nzxt 921rb-001-rd 18.1 pounds 20.6 x 8.1 x 18.1 inches 20.55 x 8.11 x 18.07 inches black and red 2,921rb-001-rd,70,69,3,6,8,19,64,4.35
B004433XCQ,9SIA19P4AN7491,28-115-937,hp laserjet professional cp5225dn  ce712a  duplex 600 x 600 dpi usb / ethernet color laser printer,1266.22,Laser Printers,hp,21.5 x 23.6 x 13.3 inches 90.2 pounds 100.2 pounds b004433xcq ce712a#bgj 3.6 out of 5 stars september 22  2010 none none,cp5225dn,9,2,22,0,0,22,56,3.9
B0044YG27I,9SIA1K64284992,20-231-358,g.skill 12gb  3 x 4 gb  ripjaw series ddr3 pc3-12800 1600mhz  9-9-9-24  triple channel kit desktop memory model f3-12800cl9t-12gbrl | ripjaws 4gb 240-pin sdram 1600 pc3 12800,98.35,Memory,g.skill,10.3 x 0.6 x 6 inches 5.9 ounces 6.4 ounces     g.skill b0044yg27i made in usa f3-12800cl9t-12gbrl 4.9 out of 5 stars december 31  2010 none none,f3-12800cl9t-12gbrl,23,226,0,0,0,4,96,4.96
B00450DVDY,9SIA9JJ3H17350,28-113-545,brother hl-2270dw compact laser printer with wireless networking and duplex | monochrome,213.99,Laser Printers,brother,14.2 x 14.5 x 7.2 inches 15.4 pounds 18.3 pounds     brother printer b00450dvdy item can be shipped within u.s. this item is not eligible for international shipping. made in usa or imported hl2270dw 4.4 out of 5 stars september 28  2010 none none,hl-2270dw,4743,427,8,4,5,19,64,4.27
B0045JRK1O,9SIA5AD45R8528,22-136-113,"western digital blue wd2500aajs 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive | caviar",25.39,Internal Harddrives,western digital,12 x 9 x 4 inches 1.2 pounds 1.2 pounds     western digital b0045jrk1o made in usa or imported lysb0045jrk1o-electrncs 7025-01-607-3535 3.9 out of 5 stars april 4  2010 none none,wd2500aajs,62,391,13,8,2,14,63,4.06
B00461K1QW,9SIA9DE3SA7183,22-136-771,"wd blue 250gb everyday pc desktop hard drive  3.5 inch  sata 6 gb/s  7200 rpm  16mb cache  wd2500aakx   old model  | western digital 6.0gb/s 3.5"" internal bare",34.79,Internal Harddrives,western digital,b00461k1qw 4.1 out of 5 stars 9.9 ounces     item can be shipped within u.s. this item is not eligible for international shipping. october 11  2010 250 gb 7025-01-613-6173  7025-01-611-5033 western digital wd2500aakx pc 9.9 ounces 5.8 x 4 x 1 inches 5.8 x 4 x 1 inches black serial ata 7200 rpm dc 12v,wd2500aakx,235,202,7,3,6,18,66,4.33
B00461LT6S,9SIA9HJ3JX9155,22-136-767,"western digital blue wd10ealx 1tb 7200 rpm 32mb cache sata 6.0gb/s 3.5"" internal hard drive bare drive | wd 1 tb desktop 3.5 inch iii 32 mb -",78.34,Internal Harddrives,western digital,1 x 4 x 5.8 inches 1.1 pounds 1.4 pounds     western digital b00461lt6s made in usa or imported wd10ealx 4.4 out of 5 stars october 13  2010 none none,wd10ealx,138,188,4,4,4,14,74,4.5
B0049YQVHE,N82E16833320062,33-320-062,asus rt-n56u wireless router dual band n600 multimedia ultra slim gigabit 802.11a/b/g/n support usb storage  print and media server | dual-band wireless-n600,91.65,Wireless Routers,asus,12.2 x 9.4 x 3.3 inches 8 ounces 2.5 pounds     b0049yqvhe rt-n56u 3.9 out of 5 stars october 30  2010 none none,rt-n56u,2782,828,14,8,7,15,56,3.91
B004A9XB6W,N82E16811147023,11-147-023,rosewill blackbone computer case - atx mid tower  black steel & plastic | steel/plastic,40.49,Computer Cases,rosewill,b004a9xb6w 4.1 out of 5 stars 14.2 pounds     item can be shipped within u.s. this item is not eligible for international shipping. november 1  2010 4 rosewill blackbone 14.2 pounds 18 x 17 x 8 inches 18 x 17 x 8 inches black 1,blackbone,79,756,8,5,11,23,53,4.08
B004AM5RB6,9SIA4RE4ZS2414,23-114-015,razer nostromo pc gaming keypad,344.97,Gaming Keyboards,razer,9.2 x 8.6 x 4.1 inches 8.8 ounces 1.4 pounds     b004am5rb6 rz07-00490100-r3u1 4.4 out of 5 stars november 30  2010 none none,rz07-00490100-r3u1,563,150,6,5,8,18,63,4.27
B004ASW73G,N82E16811147099,11-147-099,rosewill ultra high gloss finished microatx computer case with 400w atx 2.2 12v power supply  black r363-m-bk | micro - - finish psu,41.9,Computer Cases,rosewill,b004asw73g 4.0 out of 5 stars 15.8 pounds item can be shipped within u.s. this item is not eligible for international shipping. november 5  2010 2 rosewill r363-m-bk 15.5 pounds 18.2 x 16.5 x 9 inches 18.25 x 16.5 x 9 inches black 1,r363-m-bk,109,609,4,7,13,23,53,4.14
B004CRSM48,N82E16820233141,20-233-141,corsair vengeance 4gb 240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmz4gx3m1a1600c9 | 1x4gb mhz 1.5v,36.14,Memory,corsair,4 x 3 x 1 inches 0.3 ounces 0.3 ounces     b004crsm48 cmz4gx3m1a1600c9 4.6 out of 5 stars october 15  2010 none none,cmz4gx3m1a1600c9,85,99,4,1,0,6,89,4.75
B004CRSM4I,N82E16820233144,20-233-144,corsair vengeance 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmz8gx3m2a1600c9 | 8 gb 4 gb mhz dual channel kit 1.5v,62.99,Memory,corsair,4 x 3 x 1 inches 4 ounces 4.8 ounces     b004crsm4i cmz8gx3m2a1600c9 4.7 out of 5 stars september 19  2010 none none,cmz8gx3m2a1600c9,896,709,4,2,3,10,81,4.62
B004CRSM4S,N82E16820233146,20-233-146,corsair vengeance 12gb  3 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmz12gx3m3a1600c9 | 3x4gb mhz 1.5v,95.99,Memory,corsair,4 x 3 x 1 inches 4 ounces 6.4 ounces     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. b004crsm4s cmz12gx3m3a1600c9 4.4 out of 5 stars october 15  2010 none none,cmz12gx3m3a1600c9,109,134,4,3,2,10,81,4.61
B004CYZ7E4,N82E16835118075,35-118-075,zalman cnps9900max-r 135mm long life bearing cpu cooler red led,47.25,CPU Fans and Heatsinks,zalman,b004cyz7e4 3.9 out of 5 stars 2.5 pounds     item can be shipped within u.s. this item is not eligible for international shipping. january 15  2011 zalman cnps9900 max-r 2.5 pounds 5.2 x 6 inches 5.16 x 5.98 inches nickle none,cnps9900max-r,167,265,7,5,10,17,61,4.2
B004DYP5OK,N82E16817182076,17-182-076,rosewill stallion series rd500-2sb - 500-watt atx12v v2.2 power supply,42.49,Power Supplies,rosewill,b004dyp5ok 4.3 out of 5 stars 4 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. november 25  2010 rosewill rd500-2sb 4 pounds 5.5 x 5.9 x 3.4 inches 5.51 x 5.91 x 3.35 inches none,rd500-2sb,23,243,8,0,9,9,74,4.41
B004E0ZKLQ,N82E16820233143,20-233-143,corsair vengeance 16gb  4 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmz16gx3m4a1600c9 | 16 dual channel kit mhz,125.99,Memory,corsair,7.8 x 5.9 x 0.6 inches 3.2 ounces 10.4 ounces     b004e0zklq cmz16gx3m4a1600c9 4.0 out of 5 stars november 27  2010 none none,cmz16gx3m4a1600c9,99,360,4,5,7,4,80,4.51
B004EBUXIA,9SIA6ZP3UN4697,19-115-074,intel core i5-2400 sandy bridge quad-core 3.1ghz  3.4ghz turbo boost  lga 1155 95w bx80623i52400 desktop processor intel hd graphics 2000 | 3.1 ghz 6 mb cache -,173.74,CPUs,intel,4.5 x 4 x 3.2 inches 1.2 pounds 1.6 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b004ebuxia bx80623i52400 4.6 out of 5 stars january 9  2011 none none,bx80623i52400,63,271,5,0,2,11,82,4.65
B004EMSH9Q,N82E16811147098,11-147-098,rosewill computer case - r379-m - micro atx - slim 0.8mm sgcc steel - atx12v flex 300w psu  black & silver | microatx with power supply black/silver,51.99,Computer Cases,rosewill,b004emsh9q 3.8 out of 5 stars 13.8 pounds     item can be shipped within u.s. this item is not eligible for international shipping. december 2  2010 2 rosewill r379-m 13.3 pounds 17 x 3.9 x 12.8 inches 17 x 3.9 x 12.8 inches black  silver 2,r379-m,106,456,6,4,19,27,44,3.99
B004FA8NNW,9SIAAEE4U21174,19-115-073,intel core i5-2500 sandy bridge quad-core 3.3ghz  3.7ghz turbo boost  lga 1155 95w bx80623i52500 desktop processor intel hd graphics 2000 | 3.3 ghz 6 mb cache -,220.75,CPUs,intel,4.5 x 4 x 3.2 inches 1.2 pounds 13.1 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b004fa8nnw bx80623i52500 3.8 out of 5 stars january 1  2010 none none,bx80623i52500,56,276,4,0,5,7,84,4.67
B004FA8NS2,9SIA6ZP3UN4697,19-115-074,intel core i5-2400 sandy bridge quad-core 3.1ghz  3.4ghz turbo boost  lga 1155 95w bx80623i52400 desktop processor intel hd graphics 2000 | 3.10 ghz,171.72,CPUs,intel,3.9 x 3.9 x 2.4 inches 5.6 ounces 5.6 ounces     intel corp. b004fa8ns2 bx80623i52400 4.5 out of 5 stars january 17  2011 none none,bx80623i52400,4,271,0,0,0,50,50,4.5
B004FOUACA,9SIAAEE4M09797,19-116-385,intel pentium e5800 wolfdale dual-core 3.2 ghz lga 775 65w bx80571e5800 desktop processor | 2 mb cache socket lga775,85,CPUs,intel,4.5 x 4 x 3.2 inches 12 ounces 12 ounces     item can be shipped within u.s. this item is not eligible for international shipping. b004fouaca bx80571e5800 4.7 out of 5 stars january 12  2011 none none,bx80571e5800,8,20,0,0,0,25,75,4.75
B004GLBI7S,9SIA0723ER6482,17-182-021,rosewill 400 watt stallion series power supply atx12v 400 power supply rd400-2-db | - 400-watt atx v2.2,39.99,Power Supplies,rosewill,b004glbi7s 4.5 out of 5 stars 3.6 pounds item can be shipped within u.s. this item is not eligible for international shipping. december 17  2010 rosewill rd400-2-db 2 pounds 5.5 x 5.9 x 3.4 inches 5.51 x 5.91 x 3.35 inches black none,rd400-2-db,43,234,0,0,5,21,74,4.69
B004GLBI8W,N82E16817182074,17-182-074,rosewill stallion series 400w atx 12v v2.2 power supply atx12v 400 power supply rd400-2-sb | - 400-watt,37.64,Power Supplies,rosewill,b004glbi8w 4.3 out of 5 stars 3.8 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. december 17  2010 rosewill rd400-2-sb 4 pounds 9.5 x 7.3 x 4.4 inches 9.5 x 7.3 x 4.4 inches black none,rd400-2-sb,130,238,8,3,7,20,62,4.25
B004GV0IOW,9SIA4YU2AJ0465,20-211-515,adata supreme series 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model ad3s1333c4g9-2 | premier 1333mhz 4gbx2 modules,69.84,Memory,adata,5.3 x 0.7 x 6.5 inches 1.6 ounces 1.6 ounces     adaso/adastra engineering center b004gv0iow taiwan ad3s1333c4g9-2 4.3 out of 5 stars october 1  2010 none none,ad3s1333c4g9-2,44,21,2,2,2,7,87,4.75
B004H1R6JQ,9SIA4RE4T20421,23-114-016,razer anansi mmo gaming keyboard,96.99,Gaming Keyboards,razer,b004h1r6jq 3.7 out of 5 stars 4.6 pounds     december 16  2010 razer rz03-00550100-r3u1 pc windows 2 pounds 7.5 x 20.2 x 1 inches 7.5 x 20.25 x 1 inches black none,rz03-00550100-r3u1,255,83,20,9,11,17,43,3.54
B004HYGU18,9SIABVK4N09001,26-105-421,microsoft touch mouse 3kj-00001 black touch scroll usb rf wireless bluetrack,23.45,Mice,microsoft,b004hygu18 3.2 out of 5 stars 15.2 ounces     item can be shipped within u.s. this item is not eligible for international shipping. january 5  2011 microsoft 3kj-00001 pc windows 2.9 ounces 6.3 x 4.3 x 3.1 inches 6.3 x 4.3 x 3.1 inches black alkaline battery none,3kj-00001,805,42,19,20,18,18,25,3.1
B004IYJX1G,9SIA1N83WZ1477,22-204-104,fantom drives g-force3 2tb usb 3.0 aluminum desktop external hard drive gf3b2000u32 black | gforce with 32mb cache,109.62,External Harddrives,fantom drives,b004iyjx1g 4.0 out of 5 stars 4 pounds     january 1  2011 2 tb ntfs fantom drives gf3b2000u32 pc  mac 2.4 pounds 4.5 x 1.4 x 7.8 inches 4.5 x 1.37 x 7.75 inches black,gf3b2000u32,84,2,7,2,6,12,73,4.42
B004IYJX20,N82E16822204105,22-204-105,fantom drives g-force3 3tb usb 3.0 aluminum desktop external hard drive gf3b3000u black | gforce3,109.93,External Harddrives,fantom drives,b004iyjx20 4.1 out of 5 stars 3.5 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. january 1  2011 3 tb external fantom drives gf3b3000u pc  mac 2.4 pounds 4.5 x 1.4 x 7.8 inches 4.5 x 1.37 x 7.75 inches black,gf3b3000u,285,27,10,7,2,11,70,4.24
B004JKNJ0U,9SIA0AJ3NS9297,20-220-570,patriot signature line 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model psd38g1600kh | 8 gb 4 gb cl11 pc3-12800 1600mhz kit,69.97,Memory,patriot,7.1 x 4.7 x 0.6 inches 3.2 ounces 3.5 ounces     b004jknj0u psd38g1600kh 4.2 out of 5 stars january 13  2011 none none,psd38g1600kh,53,131,11,11,4,15,59,4
B004JM1ZG8,N82E16820231455,20-231-455,g.skill ripjaws x series 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 1866  pc3 14900  desktop memory model f3-14900cl9d-8gbxl | ripjawsx 1866mhz module,62.99,Memory,g.skill,5.5 x 1.6 x 0.4 inches 7 ounces 10.6 ounces     g.skill b004jm1zg8 made in usa or imported f3-14900cl9d-8gbxl 4.9 out of 5 stars march 25  2011 none none,f3-14900cl9d-8gbxl,83,577,1,0,0,6,93,4.9
B004K4TEA4,N82E16811147107,11-147-107,rosewill gaming computer case - blackhawk - atx mid tower - top hdd dock  side window panel  5 preinstalled fans | cases black,77.99,Computer Cases,rosewill,b004k4tea4 4.3 out of 5 stars 23 pounds     item can be shipped within u.s. this item is not eligible for international shipping. january 20  2011 4 2 rosewill blackhawk 21.4 pounds 18.9 x 8.3 x 19.9 inches 18.86 x 8.35 x 19.89 inches black 1,blackhawk,174,986,1,3,3,29,64,4.52
B004MSN4EK,9SIA1N82KT4686,28-118-698,xerox workcentre 6505/dn color multifunction printer- automatic duplexing | duplex multi-function laser printer,527.24,Laser Printers,xerox,16.8 x 15.9 x 16.4 inches 65.3 pounds 77.2 pounds     office equipment & equipment supplies synnex b004msn4ek item can be shipped within u.s. this item is not eligible for international shipping. imported 6505/dn 3.8 out of 5 stars february 8  2011 none none,6505/dn,49,4,21,10,14,14,41,3.44
B004MSN4G8,N82E16828118697,28-118-697,xerox workcentre 6505/n multi-function color laser printer | multifunction,389.99,Laser Printers,xerox,21.4 x 16.9 x 23 inches 62.6 pounds 74 pounds     xerox b004msn4g8 item can be shipped within u.s. this item is not eligible for international shipping. 6505/n 3.0 out of 5 stars february 8  2011 none none,6505/n,20,3,20,15,10,20,35,3.35
B004N54Z5E,9SIA1UH4S00755,22-204-133,fantom drives g-force 5tb usb 3.0 / esata aluminum desktop external hard drive gf3b5000eu black | gforce3 3.0/esata,184.43,External Harddrives,fantom drives,b004n54z5e 0.0 out of 5 stars 3.6 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 10  2011 5 tb 1 fantom drives gf3b5000eu pc mac win7  vista  xp  mac  os agnostic 5 pounds 7.8 x 1.8 x 4.8 inches 7.75 x 1.75 x 4.75 inches brushed black ac,gf3b5000eu,0,2,0,0,0,0,0,0
B004N625AA,9SIA1N82U29862,33-314-065,belkin n600 wireless dual-band n+ router  latest generation  | f9k1102,54.72,Wireless Routers,belkin,b004n625aa 3.7 out of 5 stars 1.4 pounds     item can be shipped within u.s. this item can be shipped to select countries outside of the u.s. april 11  2011 802.11b  802.11g  802.11n 7025-01-601-4517 belkin f9k1102 f9k1102 1 pounds 10.4 x 3 x 9 inches 10.38 x 3 x 9 inches black,f9k1102,2259,38,29,9,8,14,40,3.27
B004NMF9ES,9SIA4H81E87666,17-341-044,pc power & cooling zx series 850 watt  850w  80+ gold fully-modular active pfc performance grade atx pc power supply 5 year warranty ocz-zx850w,192.15,Power Supplies,ocz,b004nmf9es 3.8 out of 5 stars 9.8 pounds     february 13  2011 pc power & cooling ocz-zx850w 9.8 pounds 9.5 x 5.8 x 13.6 inches 9.5 x 5.75 x 13.56 inches black none,ocz-zx850w,156,161,13,6,3,14,64,4.1
B004NSUMN0,N82E16817153145,17-153-145,thermaltake toughpower grand tpg-1200m 1200w atx 12v v2.3 & eps 12v v2.92 sli certified crossfire certified 80 plus gold certified modular active pfc power supply | semi tpg-1200mpcus,216.99,Power Supplies,thermaltake,b004nsumn0 4.1 out of 5 stars 9.5 pounds     february 14  2011 thermaltake tpg-1200m 8 pounds 14 x 6 x 9 inches 14 x 6 x 9 inches black 110 volts none,tpg-1200m,58,53,12,3,4,9,72,4.26
B004O0PAKW,N82E16811139005,11-139-005,corsair cc600twm-wht special edition graphite series 600t mid tower gaming computer case - white | arctic steel / plastic atx,129.99,Computer Cases,corsair,23.3 x 10.4 x 20 inches 28 pounds 30.9 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b004o0pakw cc600twm-wht 4.3 out of 5 stars february 17  2011 none none,cc600twm-wht,187,522,1,4,5,22,68,4.52
B004O8VCDI,9SIA9HJ3JJ4491,22-136-792,"western digital black wd2002faex 2tb 7200 rpm 64mb cache sata 6.0gb/s 3.5"" internal hard drive bare drive | wd caviar 2 tb",98.49,Internal Harddrives,western digital,5.8 x 4 x 1 inches 1.6 pounds 1.7 pounds western digital b004o8vcdi wd2002faex 7025-01-609-1309 3.3 out of 5 stars april 4  2010 none none,wd2002faex,4,507,25,0,25,25,25,3.25
B004PA2B6C,9SIA0AJ0T94201,33-122-413,netgear wndr4000 n750 wireless dual band gigabit open source router - ieee 802.11 a/b/g/n,131.47,Wireless Routers,netgear,6 x 8.8 x 1.2 inches 1 pounds 2.3 pounds b004pa2b6c wndr4000-100nas 4.0 out of 5 stars february 27  2011 none none,wndr4000-100nas,355,89,24,10,8,14,44,3.44
B004Q5H1O8,9SIA67S5BR9547,13-121-515,boxed intel desktop board executive series micro-atx form factor for 2nd gen intel core family processors boxdq67swb3 | lga 1155 q67 sata 6gb/s usb 3.0 micro atx motherboard,546.97,Motherboards,intel,10.3 x 10.2 x 2.4 inches 2.9 pounds 2.1 pounds     b004q5h1o8 boxdq67swb3 1 lithium ion batteries required.  included  4.6 out of 5 stars february 17  2011 none none,boxdq67swb3,9,16,11,0,0,0,89,4.56
B004QBUL1C,N82E16820145345,20-145-345,corsair vengeance 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmz8gx3m2a1600c9b | blue 8 gb 2x4 gb pc3-12800 1600mhz dual channel kit 1.5v,61.49,Memory,corsair,6 x 0.5 x 3 inches 1.6 ounces 5 ounces     b004qbul1c cmz8gx3m2a1600c9b 4.6 out of 5 stars march 6  2011 none none,cmz8gx3m2a1600c9b,699,926,3,3,2,9,83,4.66
B004QM8J8S,9SIA9JJ3N85842,28-113-661,brother hl-2280dw wireless monochrome multifunction laser printer,246.44,Laser Printers,brother,15.7 x 15.9 x 10.6 inches 22.7 pounds 27.2 pounds     brother printer b004qm8j8s made in usa or imported hl2280dw 4.4 out of 5 stars march 15  2011 none none,hl-2280dw,1510,83,6,3,6,20,65,4.35
B004RFGALC,N82E16820145346,20-145-346,corsair vengeance 4gb 240-pin ddr3 sdram ddr3 1600  pc3 12800  desktop memory model cmz4gx3m1a1600c9b | blue 1x4gb mhz 1.5v,32,Memory,corsair,6 x 0.5 x 3 inches 1.6 ounces 2.9 ounces     b004rfgalc cmz4gx3m1a1600c9b 4.5 out of 5 stars march 1  2011 none none,cmz4gx3m1a1600c9b,117,83,3,4,4,12,77,4.56
B004RI5EHA,9SIA1UH50Y2009,17-182-023,rosewill rv350-2 350w atx 12v v2.2 power supply | 350-watt atx12v,27.27,Power Supplies,rosewill,b004ri5eha 3.8 out of 5 stars 7.3 pounds item can be shipped within u.s. this item is not eligible for international shipping. december 17  2010 rosewill rv350-2 3.5 pounds 5.5 x 5.9 x 3.4 inches 5.51 x 5.91 x 3.35 inches silver 220 volts none,rv350-2,74,142,7,4,12,20,57,4.16
B004RORMF6,9SIABB75BE0409,22-136-874,"wd green wd30ezrx 3tb intellipower 64mb cache sata 6.0gb/s 3.5"" internal hard drive bare drive | western digital caviar 3 tb iii 64 mb bare/oem desktop -",104.5,Internal Harddrives,western digital,b004rormf6 4.4 out of 5 stars 1.6 pounds     item can be shipped within u.s. this item is not eligible for international shipping. march 7  2011 3.5 inches 3 tb western digital wd30ezrx pc windows xp / vista / 7  mac os 10.5 / 10.6  linux 1.1 pounds 5.8 x 4 x 1 inches 5.8 x 4 x 1 inches black 5400 rpm,wd30ezrx,3314,360,9,3,4,13,71,4.34
B004SUELBW,9SIA0AJ2NC7993,28-415-005,hp laserjet pro m1217nfw wireless mono laser multifunction printer fax/copy/print/scan 19ppm eprinter usb2.0 | monochrome all-in-one,614.98,Laser Printers,hp,10.4 x 17.1 x 12 inches 18.3 pounds 25 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b004suelbw ce844a#bgj 3.6 out of 5 stars march 29  2011 none none,m1217nfw,125,13,21,10,13,20,36,3.4
B004U3MQQY,N82E16820231342,20-231-342,g.skill 8gb  2 x 4gb  204-pin ddr3 so-dimm ddr3 1333  pc3 10600  laptop memory model f3-10600cl9d-8gbsq,54.69,Memory,g.skill,5.9 x 5.1 x 0.4 inches 1.6 ounces 1.6 ounces     g.skill b004u3mqqy f3-10600cl9d-8gbsq 4.6 out of 5 stars march 28  2011 none none,f3-10600cl9d-8gbsq,54,806,4,0,2,7,87,4.73
B004U7RUKM,9SIA0AJ2TS0303,28-115-635,hp laserjet pro p1606dn workgroup up to 26 ppm monochrome laser printer | new-laserjet - hpljp1606dn,613.44,Laser Printers,hp,19.8 x 12.7 x 12.6 inches 19.9 pounds 19.9 pounds     b004u7rukm hpljp1606dn 0.0 out of 5 stars july 13  2011 none none,p1606dn,0,34,0,0,0,0,0,0
B004U7RUKM,9SIA6TP2P34917,1EE-0005-006A2,refurbished  hp laserjet pro p1606dn printer  ce749a  | new-laserjet - hpljp1606dn,398.48,Laser Printers,hp,19.8 x 12.7 x 12.6 inches 19.9 pounds 19.9 pounds     b004u7rukm hpljp1606dn 0.0 out of 5 stars july 13  2011 none none,p1606dn,0,1,0,0,0,0,0,0
B004V4HSCE,9SIA0AJ2MX3854,28-415-083,hp laserjet pro 100 m175nw mfp up to 17 ppm up to 600 x 600 dpi color print quality color wireless 802.11b/g/n laser printer,464.98,Laser Printers,hp,23.4 x 15.6 x 18.3 inches 38.5 pounds 41.4 pounds item can be shipped within u.s. this item is not eligible for international shipping. b004v4hsce ce866a 3.6 out of 5 stars april 4  2011 none none,m175nw,152,9,15,8,11,26,40,3.68
B004VFJ9MK,9SIA6AH2152935,22-136-891,"western digital wd green wd20earx 2tb 64mb cache sata 6.0gb/s 3.5"" internal hard drive bare drive | 2 tb desktop 3.5 inch iii 64 mb old model",85.84,Internal Harddrives,western digital,5.8 x 4 x 1 inches 1.1 pounds 1.2 pounds western digital b004vfj9mk item can be shipped within u.s. this item is not eligible for international shipping. imported  thailand  wd20earx 7025-01-607-5559 4.2 out of 5 stars april 6  2011 none none,wd20earx,529,368,12,6,7,17,58,4.03
B004W2JL2A,9SIA4RE2Z37673,20-148-443," old model  crucial m4 256gb 2.5-inch  9.5mm  sata 6gb/s solid state drive ct256m4ssd2 | 2.5"" iii mlc internal ssd",176.01,Internal SSDs,crucial,b004w2jl2a 4.3 out of 5 stars 4.2 ounces     april 22  2011 2.5 inches 256 gb crucial ct256m4ssd2 windows 2.7 ounces 4 x 2.8 x 0.4 inches 3.96 x 2.75 x 0.37 inches grey 256 serial ata-600,ct256m4ssd2,2354,403,8,3,3,11,75,4.42
B004WZVO68,9SIA7HN5AC1884,26-630-121,maxell 190265 3.5mm connector supra-aural amp-b amplified heavy bass headphone  blue  | -,19.12,Headphones,maxell,7.8 x 9.5 x 3 inches 9.6 ounces 8 ounces     unisex-adult maxell b004wzvo68 made in usa or imported 190265 4.2 out of 5 stars may 10  2011 none none,190265,615,8,5,4,10,18,63,4.3
B004Y4XVOK,9SIA0AJ1DB1575,26-158-192,refurbished  creative bluetooth wireless headphones with invisible mic - wp-350,107.97,Headphones,creative,7.7 x 2.5 x 8.2 inches 12.6 ounces 2.4 pounds creative labs b004y4xvok imported  china  51ef0490aa002 1 lithium ion batteries required.  included  4.0 out of 5 stars april 27  2011 none none,wp-350,497,8,8,8,13,26,45,3.92
B004YPJR06,9SIA7HN50K5880,26-623-087,gear head 3 button optical mouse  om3400u ,9.31,Mice,gear head,5.8 x 3.1 x 8.2 inches 4.6 ounces 9.1 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b004ypjr06 om3400u 2.2 out of 5 stars april 30  2011 none none,om3400u,18,6,61,11,0,0,28,2.23
B004Z57WKW,9SIA7WM39R9273,26-564-008,soul by ludacris sl49 ultra dynamic in-ear headphones  discontinued by manufacturer  | headphone,49.95,Headphones,soul by ludacris,7 x 5 x 2.7 inches 6.4 ounces 6.4 ounces     soul b004z57wkw imported  china  sl49 3.2 out of 5 stars may 4  2011 none none,sl49,238,10,26,9,16,15,34,3.22
B0050119O0,N82E16820231468,20-231-468,g.skill ripjaws x series 8gb  2 x 4gb  240-pin ddr3 sdram ddr3 2133  pc3 17000  desktop memory model f3-17000cl11d-8gbxl | gskill 2x4gb ddr3-2133mhz ram,63.74,Memory,g.skill,5.9 x 3.9 x 0.8 inches 0.3 ounces 0.3 ounces     g.skill b0050119o0 f3-17000cl11d-8gbxl 4.6 out of 5 stars may 19  2011 none none,f3-17000cl11d-8gbxl,85,326,1,1,1,11,86,4.8
B00501PZ7C,9SIA85V3R95254,35-185-167,scythe kozuti low profile cpu cooler for lga 1366/1156/1155/775 and socket am3/am2+/am2  sckzt-1000  | 80mm,33.46,CPU Fans and Heatsinks,scythe,b00501pz7c 3.8 out of 5 stars 12.8 ounces     item can be shipped within u.s. this item is not eligible for international shipping. may 9  2011 scythe sckzt-1000 8.8 ounces 4.3 x 4.1 x 1.6 inches 4.33 x 4.06 x 1.58 inches none,sckzt-1000,33,17,12,6,18,12,52,3.86
B0050SPZMK,N82E16826125162,26-125-162,kensington  k72352us black rf wireless orbit mobile trackball | mouse,41.77,Mice,kensington,2 x 7 x 6 inches 9.6 ounces 2.8 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. b0050spzmk k72352us 2 aa batteries required.  included  3.7 out of 5 stars march 30  2011 none none,k72352us,558,23,12,10,15,18,45,3.74
