ASIN,NID,RID,NAME,PRICE,CATEGORY,BRAND,AMAZON_INFO,NEWEGG_INFO,AMAZON_NUM_REVIEWS,NEWEGG_NUM_REVIEWS,AMAZON_RATING_1,AMAZON_RATING_2,AMAZON_RATING_3,AMAZON_RATING_4,AMAZON_RATING_5,AMAZON_RATING_AVG
B016MGR0TE,9SIA4P05AZ3550,28-006-539,lex28d0050 - lexmark cs410dn laser printer - color - 2400 x 600 dpi print - plain paper print - desktop,299.5,Laser Printers,lexmark,b016mgr0te 0.0 out of 5 stars 45.7 pounds     october 14  2015 lexmark 45.7 pounds lexma-28d0050 26311 none,cs410dn,0,3,0,0,0,0,0,0
B016WVHQ52,N82E16833156436,33-156-436,trendnet wireless ac1750 dual band gigabit router with usb share port  tew-812dru version 1.0r  certified refurbished  | v2 - 4 dd-wrt open source support,39.99,Wireless Routers,trendnet,9 x 3 x 13 inches 1.9 pounds 1.9 pounds trendnet b016wvhq52 tew-812dru-r 3.5 out of 5 stars october 20  2015 none none,tew-812dru,22,130,23,9,9,14,45,3.49
B016Z7NZPS,N82E16819113397,19-113-397,refurbished  never used amd oem tray fx-6300 vishera 6-core 3.5 ghz  4.1 ghz turbo  socket am3+ 95w  desktop processor | black edition six core fd6300wmw6khk ver. with thermal paste bundle,93.42,CPUs,amd,amd & b d b016z7nzps 4.5 out of 5 stars october 22  2015 none none,fx-6300,16,1,6,0,0,6,88,4.7
B0177GTSMA,9SIA4UF3GA3246,2SA-0005-00003,cryorig a80 hybrid liquid cooler 280mm radiator with additional aifrlow fan | airflow,62.23,Liquid Cooling,cryorig,3.5 x 3.5 x 4.6 inches 2.2 pounds 9.6 pounds cryorig b0177gtsma imported cr-a8a 4.0 out of 5 stars october 27  2015 none none,cr-a8a,6,6,0,17,0,33,50,4.16
B0177GTTB0,9SIA4UF39E2338,13C-000U-00009,cryorig m9i mini tower cooler for intel cpus | cpu,19.99,CPU Fans and Heatsinks,cryorig,b0177gttb0 4.3 out of 5 stars 1.4 pounds     october 27  2015 cryorig cr-m9i 15 ounces 4 x 3.4 x 4.9 inches 4.02 x 3.43 x 4.91 inches ddr3 sdram none,m9i,59,65,7,2,5,13,73,4.43
B0177GTTS8,9SIA85V4FP5131,2SA-0005-00002,cryorig a40 ultimate hybrid liquid cooler 240mm x 38mm thick radiator with additional airflow fan,102.22,Liquid Cooling,cryorig,3.5 x 3.5 x 4.6 inches 2.2 pounds 3.8 pounds cryorig b0177gtts8 imported  china  cr-a4b 4.5 out of 5 stars october 27  2015 none none,cr-a4b,8,6,0,0,0,37,63,4.63
B0177GTUE6,9SIA4UF39E2332,13C-000U-00008,cryorig m9a mini tower heatsink cooler for amd cpus | cpu,19.99,CPU Fans and Heatsinks,cryorig,b0177gtue6 4.9 out of 5 stars 1.5 pounds     october 27  2015 cryorig cr-m9a 15 ounces 4 x 3.4 x 4.9 inches 4.02 x 3.43 x 4.91 inches none,m9a,12,11,0,0,0,8,92,4.92
B0177GTUW8,9SIA4UF3GA1825,2SA-0005-00001,cryorig a40 cr-a4a hybrid liquid cooler 240mm radiator with additional airflow fan,225.22,Liquid Cooling,cryorig,3.5 x 3.5 x 4.6 inches 2.2 pounds 8.5 pounds cryorig b0177gtuw8 cr-a4a 4.5 out of 5 stars october 27  2015 none none,a40,5,3,0,0,0,60,40,4.4
B0177GTV9U,9SIA4UF39D5213,13C-000U-00007,cryorig c7 cr-c7a top flow cpu heatsink 47mm sff mini itx | - tall,29.99,CPU Fans and Heatsinks,cryorig,b0177gtv9u 4.5 out of 5 stars 1.2 pounds     october 27  2015 cryorig micocr-c7 1.4 pounds 3.9 x 2 x 0.8 inches 3.94 x 1.97 x 0.79 inches ddr3 sdram none,c7,93,50,2,1,6,10,81,4.67
B01798X7D2,N82E16819113398,19-113-398,amd fx-8370 with amd wraith cooler vishera 8-core 4.0 ghz  4.3 ghz turbo  socket am3+ 125w fd8370frhkhbx desktop processor | 4 octa-core black edition,180.9,CPUs,amd,b01798x7d2 4.7 out of 5 stars 1.4 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. november 17  2015 4 ghz fx-series eight-core fx-8100 amd fd8370frhkhbx 1 ounces 5.1 x 0.4 x 5.1 inches 5.11 x 0.42 x 5.07 inches amd 8 ddr3 sdram,fd8370frhkhbx,281,60,2,1,2,12,83,4.73
B0179JV1ZM,9SIA1N83SR8022,1EE-0003-000T8,dell h825cdw  p6m9h  duplex 600 dpi x 600 dpi wireless/usb color laser mfp pirnter | 30 ppm automatic multifunction printer,289.82,Laser Printers,dell,25.4 x 22.5 x 24.5 inches 76 pounds 76.4 pounds     b0179jv1zm h825cdw 4.0 out of 5 stars october 28  2015 none none,h825cdw,21,2,19,9,0,10,62,3.87
B017E0MA8S,N82E16813132691,13-132-691,asus z170-e lga 1151 intel z170 hdmi sata 6gb/s usb 3.1 usb 3.0 atx intel motherboard | ddr4,142.63,Motherboards,asus,b017e0ma8s 3.9 out of 5 stars 2.5 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. october 30  2015 ddr4 asus z170-e 2.5 pounds 10.4 x 2.1 x 12.9 inches 10.4 x 2.1 x 12.9 inches,z170-e,164,63,16,6,5,13,60,3.95
B017HWBMJQ,N82E16833124600,33-124-600,linksys ac2600 max-stream mu-mimo wi-fi router - ea8500  certified refurbished  | smart,139.99,Wireless Routers,linksys,14.5 x 11.3 x 3.7 inches 3.4 pounds 3.4 pounds     linksys b017hwbmjq ea8500 3.7 out of 5 stars november 2  2015 none none,ea8500,72,32,25,7,6,12,50,3.55
B017LWQQWK,9SIA4RE2X62744,26-153-055,razer razer deathadder optical pc gaming mouse deathadder black 5 buttons 1 x wheel usb wired optical precision optical gaming mouse - 3.5g infrared sensor | chroma call of duty ops iii edition,35.87,Mice,razer,b017lwqqwk 4.2 out of 5 stars 8.8 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. november 6  2015 razer rz01-01210200-r3m1 pc mac 5 ounces 2.9 x 1.7 x 5 inches 2.88 x 1.69 x 5.04 inches black/white 1.5 volts none,deathadder,76,755,9,8,8,11,64,4.13
B017LWQQWK,9SIA9JN41C0914,0TP-0007-00081,razer deathadder 3.5g infrared sensor upgarde edition black wired optical precision gaming mouse - retail packaging | chroma call of duty ops iii,39.15,Mice,razer,b017lwqqwk 4.2 out of 5 stars 8.8 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. november 6  2015 razer rz01-01210200-r3m1 pc mac 5 ounces 2.9 x 1.7 x 5 inches 2.88 x 1.69 x 5.04 inches black/white 1.5 volts none,deathadder,76,8,9,8,8,11,64,4.13
B017NT8Q24,N82E16833124608,33-124-608,linksys ea9500 max-stream ac5400 next gen mu-mimo tri-band smart wi-fi router with 8 gigabit ports and seamless roaming | tri band wireless works amazon alexa max stream,324.72,Wireless Routers,linksys,b017nt8q24 4.4 out of 5 stars 6.3 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. april 24  2016 802.11 a/b/g/n/ac linksys ea9500 fcc  ic  ce  wi-fi  ieee a/b/g/n/ac   windows 7  windows 8 3.2 pounds 14.3 x 5.4 x 11.7 inches 14.29 x 5.39 x 11.73 inches,ea9500,2501,36,4,3,3,12,78,4.57
B017UC3NVI,N82E16820232147,20-232-147,g.skill 8gb  1 x 8gb  ripjaws series ddr4 pc4-1700 2133mhz so-dimm laptop memory module  cl15  1.20v f4-2133c15s-8grs | 260-pin 2133 pc4 17000 model,54.53,Memory,g.skill,3.9 x 2 x 0.8 inches 0.6 ounces 0.6 ounces     b017uc3nvi f4-2133c15s-8grs 5.0 out of 5 stars november 17  2015 none none,f4-2133c15s-8grs,3,5,0,0,0,0,100,5
B017UC3O76,N82E16820232150,20-232-150,g.skill ripjaws series 32gb  2 x 16g  260-pin ddr4 so-dimm ddr4 2133  pc4 17000  laptop memory model f4-2133c15d-32grs | pc4-17000 2133mhz,210.99,Memory,g.skill,3.9 x 2 x 0.8 inches 1.1 ounces 1.4 ounces     g.skill b017uc3o76 f4-2133c15d-32grs 5.0 out of 5 stars december 11  2015 none none,f4-2133c15d-32grs,8,15,0,0,0,0,100,5
B017UC3UPW,N82E16820232156,20-232-156,g.skill ripjaws series 32gb  2 x 16g  260-pin ddr4 so-dimm ddr4 2400  pc4 19200  laptop memory model f4-2400c16d-32grs | pc4-19200 2400mhz,217.65,Memory,g.skill,3.9 x 2 x 0.8 inches 1.1 ounces 1.4 ounces     g.skill b017uc3upw f4-2400c16d-32grs 4.9 out of 5 stars november 28  2015 none none,f4-2400c16d-32grs,13,6,0,0,0,8,92,4.92
B017XPPA54,N82E16835220110,35-220-110,silverstone technology tundra series td03-slim all in one liquid cpu cooler cooling  black  rl-td03-slim | water,65,Liquid Cooling,silverstone,b017xppa54 3.9 out of 5 stars 2.9 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. november 1  2015 silverstone technology rl-td03-slim 2.9 pounds 20 x 13 x 18 inches 20 x 13 x 18 inches td03-slim none,rl-td03-slim,51,2,8,4,8,27,53,4.13
B01824JTWK,N82E16828113975,28-113-975,brother hll6200dw wireless monochrome laser printer with large paper capacity  amazon dash replenishment enabled | hl-l6200dw business networking and duplex printing,200,Laser Printers,brother,15.3 x 14.7 x 11.3 inches 26.3 pounds 31.7 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. b01824jtwk hl-l6200dw 4.4 out of 5 stars january 1  2016 none none,hl-l6200dw,131,4,8,2,4,13,73,4.41
B0185ZZLWS,N82E16813157678,13-157-678,asrock h110m-itx lga 1151 intel h110 hdmi sata 6gb/s usb 3.0 mini itx intel motherboard | mini-itx atx ddr4,64.22,Motherboards,asrock,b0185zzlws 2.6 out of 5 stars 1.5 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. january 15  2016 32768 mb ddr4 4 asrock h110m-itx 12.8 ounces 9.8 x 9 x 2 inches 9.76 x 8.98 x 2.05 inches 1 ddr4 sdram 1,h110m-itx,5,11,60,0,0,0,40,2.6
B0188P987E,N82E16826567011,26-567-011,cougar mo-c550ig wired usb optical mouse w/ 6400 dpi  iron-grey  | 550m rgb pro fps gaming,26.26,Mice,cougar,b0188p987e 4.5 out of 5 stars 6.4 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. november 18  2015 2.4 ghz radio frequency  802.11 a/b/g/n cougar moc550ig mo-c550mig pc 4.3 ounces 5.3 x 1.8 x 2.8 inches 5.31 x 1.77 x 2.76 inches iron-grey,moc550ig,8,6,0,0,12,25,63,4.51
B018AX4HEI,9SIA6YZ3RY8898,32K-000G-00008,tesoro sagitta spectrum h6l 5000 dpi 6 programmable key led illumination lighting fps/rts optical gaming mouse ts-h6l,59.99,Mice,tesoro,b018ax4hei 3.7 out of 5 stars 12.8 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. november 19  2015 tesoro ts-h6l pc 4.3 ounces 5.1 x 1.6 x 2.9 inches 5.14 x 1.65 x 2.85 inches black none,ts-h6l,49,11,10,4,4,12,70,4.28
B018QDIO2S,N82E16811353055,11-353-055,diypc solo-t1-bk black usb 3.0 atx mid tower gaming computer case with 2 x blue fans  1 x 120mm led fan x front  1 x 120mm fan x rear  pre-installed | 1x120mm,31.67,Computer Cases,diypc,16.9 x 17.2 x 8.2 inches 10 pounds 10 pounds     diy pc b018qdio2s solo-t1-bk 4.6 out of 5 stars november 30  2015 none none,solo-t1-bk,3,122,0,0,0,33,67,4.67
B018UVBJUU,N82E16813157669,13-157-669,asrock h170m-itx/dl lga 1151 intel h170 hdmi sata 6gb/s usb 3.0 mini itx intel motherboard | bundle + core i5 6500 4 x 3.2ghz + 16gb ddr4 2133mhz memory,270.57,Motherboards,asrock,7 pounds 7 pounds     asrock  intel b018uvbjuu h170m-itx/dl  bx80662i56500 5.0 out of 5 stars december 2  2015 none none,h170m-itx/dl,1,19,0,0,0,0,100,5
B0196LP24M,N82E16835106390,35-106-390,thermaltake water 3.0 triple riing rgb 360 aio liquid cpu cooler with 3 x 120mm powerful high static pressure fan | edition pwm tt lcs certified cooling system cl-w108-pl12sw-a,168.99,Liquid Cooling,thermaltake,b0196lp24m 4.3 out of 5 stars 4.5 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. december 7  2015 thermaltake cl-w108-pl12sw-a cl-w108-pl12sw-a 4.6 pounds 18.5 x 5.8 x 7 inches 18.5 x 5.75 x 7 inches none,cl-w108-pl12sw-a,237,11,4,4,9,14,69,4.4
B019AAG0OU,9SIA0AJ4RG8032,34-315-380,"refurbished  acer laptop aspire r 14 r5-471t-71w2 intel core i7 6500u  2.50 ghz  8 gb memory 512 gb ssd intel hd graphics 520 14.0"" touchscreen windows 10 home 64-bit  manufacturer recertified  | r14 14-inch full convertible 2 in 1 - i7-6500u 512gb 8gb ram silver",809.97,Laptops,acer,b019aag0ou 2.4 out of 5 stars 6.9 pounds     december 1  2015 14 inches 1920x1080 1920 x 1080 2.5 ghz core i7 6500u 8 gb sdram ddr3 512 gb ssd intel hd graphics 520 802.11a  802.11 a/c  802.11b  802.11g  802.11n 1 acer r14 nx.g7waa.002 pc windows 10 home 4.2 pounds 13.5 x 9.7 x 0.7 inches 13.54 x 9.65 x 0.73 inches diamond black intel 2 ddr3 sdram solid state,r5-471t-71w2,6,8,50,17,0,0,33,2.49
B019EOPC8W,N82E16813157685,13-157-685,asrock h110m-hds lga 1151 intel h110 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard | ddr4,46.99,Motherboards,asrock,b019eopc8w 4.0 out of 5 stars 1.8 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. january 20  2016 4096 x 2160 pixels ddr4 intel 1024 mb 4 asrock h110m-hds 1.6 pounds 10.8 x 8.3 x 2.3 inches 10.8 x 8.3 x 2.3 inches 1 ddr4 sdram 1,h110m-hds,16,27,19,6,6,6,63,3.88
B019FK6PQS,9SIA13X4B15685,26-104-382,logitech m510 wireless mouse - black,22.03,Mice,logitech,1.8 x 4.4 x 2.5 inches 6 pounds 1.4 pounds b019fk6pqs 910-001822 4.1 out of 5 stars none none,910-001822,8,273,25,0,0,0,75,4
B019OQJ9XE,N82E16826816056,26-816-056,corsair gaming scimitar rgb moba/mmo gaming mouse  black  key slider mechanical buttons  12000 dpi  multi color,60.99,Mice,corsair,b019oqj9xe 4.1 out of 5 stars 12.8 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. january 28  2016 802.11abg  802.11 a/b/g/n corsair ch-9000231-na pc windows 5.1 ounces 4.7 x 3 x 1.9 inches 4.7 x 3.03 x 1.92 inches black,ch-9000231-na,162,30,8,9,7,21,55,4.06
B019ZZBCC0,9SIA6R44867380,34-315-346,"refurbished  acer laptop aspire one cloudbook ao1-431-c8g8 intel celeron n3050  1.60 ghz  2 gb ddr3l memory 32 gb flash ssd intel hd graphics 14.0"" windows 10 home 64-bit  manufacturer recertified  | 14"" pc with 2gb 32gb emmc and office 365 personal mineral gray",153.4,Laptops,acer,0.7 x 9.2 x 13.4 inches 3.5 pounds 5.4 pounds acer b019zzbcc0 ao1-431-c8g8 3.7 out of 5 stars none none,ao1-431-c8g8,152,7,16,8,9,24,43,3.7
B01AGPHHUO,N82E16820232148,20-232-148,g.skill ripjaws series 16gb  2 x 8g  260-pin ddr4 so-dimm ddr4 2133  pc4 17000  laptop memory model f4-2133c15d-16grs | pc4-17000 2133mhz,110.39,Memory,g.skill,b01agphhuo 4.2 out of 5 stars 4.2 ounces     january 11  2016 16 gb ddr4 2133 mhz g.skill f4-2133c15d-16grs 0.6 ounces 2.7 x 0.2 x 0.2 inches 2.7 x 0.24 x 0.16 inches ddr4 sdram,f4-2133c15d-16grs,6,16,0,17,0,17,66,4.32
B01AIZW928,N82E16813157689,13-157-689,asrock a88m-g/3.1 fm2+ / fm2 a88x  bolton d4  micro atx motherboard | ddr3 2400 na,69.99,Motherboards,asrock,b01aizw928 3.9 out of 5 stars 2.4 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 15  2016 4096 x 2160 pixels 65536 mb ddr3 2400 amd 2048 mb 2 asrock 90-mxb100-a0uayz 2.4 pounds 10.8 x 10.3 x 2.4 inches 10.8 x 10.3 x 2.4 inches ddr3 sdram 1,a88m-g/3.1,23,47,13,4,9,17,57,4.01
B01AIZXZHQ,N82E16813157688,13-157-688,asrock 970a-g/3.1 am3+/am3 amd 970 sata 6gb/s usb 3.1 usb 3.0 atx amd motherboard | ddr3 2400 am3,86.99,Motherboards,asrock,b01aizxzhq 4.0 out of 5 stars 3.3 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 12  2016 65536 mb ddr3 2400 4 asrock 90-mxb0z0-a0uayz 3.3 pounds 13.8 x 11.7 x 2.8 inches 13.8 x 11.7 x 2.8 inches ddr3 sdram 1,970a-g/3.1,42,48,12,2,5,17,64,4.19
B01AJBRVUQ,N82E16811353062,11-353-062,diypc cuboid-r black / red usb 3.0 gaming micro-atx mid tower computer case w/ 1 x 140mm led red fan x front  1 x 120mm led red fan x rear | black/red w/1 200mm x120mm,44.69,Computer Cases,diypc,diypc b01ajbrvuq 4.1 out of 5 stars january 13  2016 none none,cuboid-r,6,72,17,0,0,0,83,4.32
B01AOC9TG4,9SIA4RE4SV4038,23-126-102,logitech g510s gaming keyboard with game panel lcd screen  certified refurbished  | screen-920-004967,79.99,Gaming Keyboards,logitech,b01aoc9tg4 4.0 out of 5 stars 3.5 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. march 31  2015 logitech g510s 920-004967 pc 3.3 pounds 20.9 x 2.3 x 9.1 inches 20.9 x 2.3 x 9.1 inches black none,920-004967,32,27,16,3,3,16,62,4.05
B01AOC9TG4,9SIA9N63JX9319,23-126-323,logitech g510s gaming keyboard with game panel lcd screen  certified refurbished  | illuminated usb,84.99,Gaming Keyboards,logitech,b01aoc9tg4 4.0 out of 5 stars 3.5 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. march 31  2015 logitech g510s 920-004967 pc 3.3 pounds 20.9 x 2.3 x 9.1 inches 20.9 x 2.3 x 9.1 inches black none,920-004967,32,70,16,3,3,16,62,4.05
B01APA8D2G,N82E16826816061,26-816-061,corsair gaming sabre rgb gaming mouse  light weight  10000 dpi  optical  multi color,49.99,Mice,corsair,b01apa8d2g 4.1 out of 5 stars 8.8 ounces     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 25  2016 802.11g  2.4 ghz radio frequency  802.11 a/b/g/n corsair ch-9303011-na pc windows 3.2 ounces 4.9 x 3.4 x 1.5 inches 4.9 x 3.4 x 1.5 inches,ch-9303011-na,162,16,7,7,8,19,59,4.16
B01ASDDREE,9SIA6393S22295,1B4-00PR-00070,amd fx-4300 quad-core vishera processor 3.8ghz socket am3+ fd4300wmw4mhk oem ver. with thermal paste bundle | refurbished fx-series 3.8 ghz 4 mb cache cpu desktop cpu,66.49,CPUs,amd,3 x 3 x 3 inches amd & bh b01asddree 4.5 out of 5 stars january 18  2016 none none,fx-4300,7,3,0,0,14,14,72,4.58
B01ASXHP9C,N82E16813157685,13-157-685,asrock h110m-hds lga 1151 intel h110 hdmi sata 6gb/s usb 3.0 micro atx intel motherboard | lga1151 ddr4 sata3&usb3.0 a&gbe microatx,62.03,Motherboards,asrock,13 x 10 x 2 inches 1.6 pounds 1.6 pounds     asrock b01asxhp9c h110m-hds 1.0 out of 5 stars january 19  2016 none none,h110m-hds,1,27,100,0,0,0,0,1
B01AT2A62K,9SIA6UM2N85097,23H-000Y-00049,pci express pci-e 5.1ch 6channels cmi8738 audio sound card d5257a fshow windows7/8 | cmedia 6-channel 5.1 win 7/8,26.48,Sound Cards,hd,hd b01at2a62k made in china hd 3.0 out of 5 stars january 18  2016 none none,cmi8738,1,0,0,0,100,0,0,3
B01AUHADDG,N82E16828414468,28-414-468,hp laserjet pro m452nw  cf388a  duplex 38 400 x 600 enhanced dpi wireless / usb / ethernet color laser printer,249.74,Laser Printers,hp,17.8 x 16.2 x 11.6 inches 38.6 pounds 46.5 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b01auhaddg cf388a#bgj 4.0 out of 5 stars september 1  2015 none none,m452nw,120,1,13,9,5,13,60,3.98
B01AVPBOFI,N82E16813157687,13-157-687,asrock h110m-itx/ac lga 1151 intel h110 hdmi sata 6gb/s usb 3.0 mini itx intel motherboard | ddr4,71.99,Motherboards,asrock,b01avpbofi 3.7 out of 5 stars 1.6 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 15  2016 4096 x 2160 pixels 32768 mb ddr4 intel 1024 mb 802.11a  802.11 a/c  802.11b  802.11g  802.11n 4 asrock h110m-itx/ac 1.1 pounds 10.8 x 8.4 x 2.3 inches 10.8 x 8.4 x 2.3 inches ddr4 sdram 1,h110m-itx/ac,22,25,4,5,23,36,32,3.87
B01B2PJRN2,274-000A-00076,274-000A-00076,intel core i5 i5-6402p quad-core  4 core  2.80 ghz processor - socket h4 lga-1151retail pack | corp. bx80662i56402p 6402p,109.99,CPUs,intel,b01b2pjrn2 3.5 out of 5 stars 10.1 ounces currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. january 9  2016 3.4 ghz intel core i5 intel bx80662i56402p 10.1 ounces 4.5 x 4.3 x 3.1 inches 4.5 x 4.3 x 3.1 inches intel 2,bx80662i56402p,2,1,0,0,50,50,0,3.5
B01B2PJRPA,9SIABB75BM2188,19-117-620,intel intel celeron g3900 skylake dual-core 2.8 ghz lga 1151 65w bx80662g3900 desktop processor intel hd graphics 510 | cpu 2.80ghz 2m lga1151 2c/2t retail,45.09,CPUs,intel,1.4 x 1.4 x 0.8 inches 3.5 ounces 9.9 ounces     intel b01b2pjrpa bx80662g3900 4.4 out of 5 stars february 19  2016 none none,bx80662g3900,10,3,10,0,0,20,70,4.4
B01B9APNG0,9SIA1CZ49T6383,34-234-161,"asus vivobook e403sa-us21 14-inch full hd laptop  intel quad-core n3700 processor  4 gb ddr3 ram  128gb emmc storage  windows 10 home os  metallic gray | pentium 1.6 ghz memory 128 ssd graphics 14.0""",383.68,Laptops,asus,b01b9apng0 3.2 out of 5 stars 4.8 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. march 21  2016 14 inches 1920 x 1080 pixels 1920*1080 pixels 2.4 ghz pentium n3700 4 gb ddr3 128 gb emmc intel hd graphics integrated intel integrated 802.11 a/c 1 1 asus vivobook e403sa-us21 windows 10 3.3 pounds 9.3 x 13.3 x 0.7 inches 9.3 x 13.3 x 0.7 inches grey intel 1 128 no optical drive polymer 19 volts 1 lithium ion batteries required.  included ,e403sa-us21,254,9,19,15,16,23,27,3.24
B01BF376EI,9SIA85V5BP3604,19-113-411,amd athlon x4 845 with amd quiet cooler quad-core socket fm2+ 65w ad845xackasbx desktop processor | and near-silent 95w thermal solution,72.8,CPUs,amd,b01bf376ei 4.6 out of 5 stars 1.1 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. february 4  2016 3.5 ghz amd athlon ddr3 2133 amd ad845xackasbx 14.1 ounces 5 x 2.9 x 4.5 inches 5 x 2.87 x 4.53 inches amd 4 ddr3 sdram,ad845xackasbx,18,18,0,0,11,17,72,4.61
B01BF377W4,N82E16819113404,19-113-404,amd a10-7860k with amd quiet cooler quad-core socket fm2+ 65w ad786kybjcsbx desktop processor amd radeon r7 | black edition a10-series apu graphics a10-7860k-ad786kybjcsbx,102.19,CPUs,amd,b01bf377w4 4.6 out of 5 stars 1.1 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. february 4  2016 3.6 ghz amd a series ddr3 2133 amd ad786kybjcsbx 14.1 ounces 5 x 2.9 x 4.5 inches 5 x 2.87 x 4.53 inches amd 4,ad786kybjcsbx,53,34,0,4,4,21,71,4.59
B01BI0XAUW,N82E16835106402,35-106-402,thermaltake pacific diy lcs r360 low profile d5 res/pump riing blue led edition water cooling kit cl-w115-ca12bu-a,269.99,Liquid Cooling,thermaltake,b01bi0xauw 3.6 out of 5 stars 12.9 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item can be shipped to select countries outside of the u.s. february 5  2016 thermaltake cl-w115-ca12bu-a 13 pounds 17 x 10 x 12.2 inches 17 x 10 x 12.2 inches none,cl-w115-ca12bu-a,28,3,21,7,3,21,48,3.68
B01BIWKNAK,N82E16819113410,19-113-410,amd athlon x4 860k with amd quiet cooler quad-core socket fm2+ 95w ad860kxbjasbx desktop processor | thermal solution 3.7 4,69.97,CPUs,amd,b01biwknak 4.2 out of 5 stars 1.1 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. february 4  2016 3.7 ghz amd athlon ddr3 2133 amd ad860kxbjasbx 14.1 ounces 5 x 2.9 x 4.5 inches 5 x 2.87 x 4.53 inches amd 4 ddr3 sdram,ad860kxbjasbx,39,32,5,3,5,28,59,4.33
